pred_file,gt_file,psnr,ssim
frankfurt_frankfurt_000001_019854_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_019854_leftImg8bit.png,11.6749,0.718640
frankfurt_frankfurt_000001_019969_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_019969_leftImg8bit.png,13.8517,0.795463
frankfurt_frankfurt_000001_020046_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_020046_leftImg8bit.png,11.2329,0.736340
frankfurt_frankfurt_000001_020287_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_020287_leftImg8bit.png,11.6965,0.737932
frankfurt_frankfurt_000001_020693_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_020693_leftImg8bit.png,12.2067,0.731449
frankfurt_frankfurt_000001_021406_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_021406_leftImg8bit.png,15.1843,0.833455
frankfurt_frankfurt_000001_021825_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_021825_leftImg8bit.png,11.5218,0.731620
frankfurt_frankfurt_000001_023235_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_023235_leftImg8bit.png,16.1384,0.818319
frankfurt_frankfurt_000001_023369_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_023369_leftImg8bit.png,18.2433,0.829391
frankfurt_frankfurt_000001_023769_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_023769_leftImg8bit.png,12.5780,0.806187
frankfurt_frankfurt_000001_024927_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_024927_leftImg8bit.png,11.0955,0.717040
frankfurt_frankfurt_000001_025512_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_025512_leftImg8bit.png,10.7034,0.666142
frankfurt_frankfurt_000001_025713_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_025713_leftImg8bit.png,11.1750,0.681869
frankfurt_frankfurt_000001_025921_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_025921_leftImg8bit.png,11.6647,0.702537
frankfurt_frankfurt_000001_027325_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_027325_leftImg8bit.png,15.4873,0.767160
frankfurt_frankfurt_000001_028232_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_028232_leftImg8bit.png,11.3736,0.690410
frankfurt_frankfurt_000001_028335_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_028335_leftImg8bit.png,13.9439,0.748063
frankfurt_frankfurt_000001_028590_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_028590_leftImg8bit.png,13.2205,0.710807
frankfurt_frankfurt_000001_028854_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_028854_leftImg8bit.png,13.1605,0.750596
frankfurt_frankfurt_000001_029086_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_029086_leftImg8bit.png,14.7508,0.763349
frankfurt_frankfurt_000001_029236_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_029236_leftImg8bit.png,15.4014,0.794887
frankfurt_frankfurt_000001_029600_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_029600_leftImg8bit.png,15.3389,0.718700
frankfurt_frankfurt_000001_030067_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_030067_leftImg8bit.png,12.3807,0.747353
frankfurt_frankfurt_000001_030310_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_030310_leftImg8bit.png,13.7514,0.731174
frankfurt_frankfurt_000001_030669_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_030669_leftImg8bit.png,12.9753,0.733593
frankfurt_frankfurt_000001_031266_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_031266_leftImg8bit.png,13.7732,0.791070
frankfurt_frankfurt_000001_031416_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_031416_leftImg8bit.png,14.4520,0.786787
frankfurt_frankfurt_000001_032018_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_032018_leftImg8bit.png,15.0245,0.789577
